state_ut,district,Year,rape,kidnapping_and_abduction,dowry_deaths,women_assault,women_modesty_insult,husband_relatives_cruelty,girls_importation
Punjab,Barnala,2007,7,3,5,8,0,12,0
Punjab,Batala,2007,15,16,2,18,0,54,0
Punjab,Bhatinda,2007,27,29,6,25,3,33,0
Punjab,Faridkot,2007,13,11,2,19,0,28,0
Punjab,Fatehgarh Sahib,2007,15,24,5,17,6,0,0
Punjab,Ferozpur,2007,33,24,5,21,0,44,0
Punjab,G.R.P,2007,2,0,2,2,0,0,0
Punjab,Gurdaspur,2007,30,21,9,15,0,28,0
Punjab,Hoshiarpur,2007,27,15,6,18,0,71,0
Punjab,Jagraon,2007,15,8,1,8,5,24,0
Punjab,Jalandhar,2007,54,82,12,48,2,120,0
Punjab,Kapurthala,2007,22,10,7,25,0,42,0
Punjab,Khanna,2007,17,14,8,0,0,33,0
Punjab,Ludhiana,2007,58,93,9,25,13,107,0
Punjab,Mansa,2007,20,3,6,5,0,22,0
Punjab,Moga,2007,7,14,4,20,5,30,0
Punjab,Muktsar,2007,11,13,4,11,0,13,0
Punjab,Nawan Shahr,2007,13,9,4,15,1,15,0
Punjab,Patiala,2007,22,14,17,22,0,109,0
Punjab,Ropar,2007,7,5,2,11,0,24,0
Punjab,Sangrur,2007,31,17,5,31,2,51,0
Punjab,Sas Ngr,2007,16,23,0,0,0,0,0
Punjab,Tarn Taran,2007,26,27,6,34,0,16,0
Punjab,Total,2007,519,545,133,427,48,971,0
Rajasthan,Ajmer,2007,31,65,19,105,3,515,0
Rajasthan,Alwar,2007,73,65,43,141,1,391,0
Rajasthan,Banswara,2007,39,42,4,55,1,100,0
Rajasthan,Baran,2007,43,28,8,112,1,194,0
Rajasthan,Barmer,2007,19,24,9,78,0,103,0
Rajasthan,Bharatpur,2007,62,83,30,41,1,360,0
Rajasthan,Bhilwara,2007,48,47,10,80,1,329,0
Rajasthan,Bikaner,2007,32,33,18,76,0,307,0
Rajasthan,Bundi,2007,28,47,2,87,0,204,0
Rajasthan,Chittorgarh,2007,92,119,6,155,2,530,0
Rajasthan,Churu,2007,27,18,11,38,0,244,0
Rajasthan,Dausa,2007,16,43,12,39,0,112,0
Rajasthan,Dholpur,2007,20,41,13,22,0,164,0
Rajasthan,Dungarpur,2007,10,40,2,58,0,66,0
Rajasthan,G.R.P.,2007,0,3,1,12,4,0,0
Rajasthan,Ganganagar,2007,66,44,11,64,2,625,0
Rajasthan,Hanumangarh,2007,39,19,14,53,1,179,0
Rajasthan,Jaipur East,2007,25,45,7,38,0,159,0
Rajasthan,Jaipur North,2007,23,76,11,37,0,168,0
Rajasthan,Jaipur Rural,2007,39,66,25,127,5,204,0
Rajasthan,Jaipur South,2007,14,58,7,26,0,157,0
Rajasthan,Jaisalmer,2007,4,7,7,9,0,23,0
Rajasthan,Jalore,2007,7,24,9,62,0,107,0
Rajasthan,Jhalawar,2007,54,35,10,113,0,222,0
Rajasthan,Jhunjhunu,2007,31,25,18,39,0,204,0
Rajasthan,Jodhpur City,2007,16,40,11,32,1,227,0
Rajasthan,Jodhpur Rural,2007,24,15,15,49,0,70,0
Rajasthan,Karauli,2007,28,43,18,35,0,110,0
Rajasthan,Kota City,2007,25,66,10,41,1,261,0
Rajasthan,Kota Rural,2007,30,30,5,73,0,173,0
Rajasthan,Nagaur,2007,38,37,12,119,0,252,0
Rajasthan,Pali,2007,39,62,5,108,0,268,0
Rajasthan,Rajsamand,2007,5,36,6,28,1,189,0
Rajasthan,Sawai Madhopur,2007,21,36,13,33,0,131,0
Rajasthan,Sikar,2007,34,42,19,32,0,183,0
Rajasthan,Sirohi,2007,23,32,5,51,0,130,0
Rajasthan,Tonk,2007,19,50,3,20,1,212,0
Rajasthan,Udaipur,2007,94,108,10,189,2,297,0
Rajasthan,Total,2007,1238,1694,439,2477,28,8170,0
Sikkim,East,2007,8,5,0,3,0,3,0
Sikkim,North,2007,0,0,0,0,0,1,0
Sikkim,South,2007,12,1,0,3,0,2,0
Sikkim,West,2007,4,3,0,7,0,1,0
Sikkim,Total,2007,24,9,0,13,0,7,0
Tamil Nadu,Chennai,2007,46,59,43,108,126,323,0
Tamil Nadu,Chennai Rly.,2007,0,1,1,2,0,0,0
Tamil Nadu,Coimbatore Rural,2007,16,71,11,121,8,163,0
Tamil Nadu,Coimbatore Urban,2007,10,8,4,12,2,50,0
Tamil Nadu,Cuddalore,2007,28,57,3,28,113,50,0
Tamil Nadu,Dharmapuri,2007,6,37,4,77,0,45,0
Tamil Nadu,Dindigul,2007,12,49,3,28,15,66,0
Tamil Nadu,Erode,2007,20,62,5,64,7,99,0
Tamil Nadu,Kanchipuram,2007,25,18,13,27,18,10,0
Tamil Nadu,Kanyakumari,2007,11,22,7,11,45,70,0
Tamil Nadu,Karur,2007,3,10,0,16,4,17,0
Tamil Nadu,Krishnagiri,2007,11,32,3,43,6,16,0
Tamil Nadu,Madurai Rural,2007,9,30,11,54,30,97,0
Tamil Nadu,Madurai Urban,2007,4,16,10,11,31,76,0
Tamil Nadu,Nagapattinam,2007,14,26,4,53,5,22,0
Tamil Nadu,Namakkal,2007,12,26,3,33,9,27,0
Tamil Nadu,Nilgiris,2007,6,3,1,13,0,8,0
Tamil Nadu,Perambalur,2007,26,21,3,65,14,31,0
Tamil Nadu,Pudukottai,2007,14,20,6,55,0,36,0
Tamil Nadu,Ramnathapuram,2007,8,18,3,29,11,7,0
Tamil Nadu,Salem Rural,2007,25,60,6,125,0,69,0
Tamil Nadu,Salem Urban,2007,10,21,2,14,21,42,0
Tamil Nadu,Sivagangai,2007,3,31,3,4,12,63,0
Tamil Nadu,Thanjavur,2007,5,47,9,96,0,46,0
Tamil Nadu,Theni,2007,4,22,3,42,12,44,0
Tamil Nadu,Thirunelveli Rural,2007,35,54,5,96,0,105,0
Tamil Nadu,Thirunelveli Urban,2007,6,7,1,8,28,7,0
Tamil Nadu,Thiruvallur,2007,7,12,3,88,10,16,0
Tamil Nadu,Thiruvannamalai,2007,14,25,4,25,28,15,0
Tamil Nadu,Thiruvarur,2007,9,30,10,23,10,25,0
Tamil Nadu,Thoothugudi,2007,19,29,2,5,191,61,0
Tamil Nadu,Trichy Rly.,2007,0,0,0,1,0,0,0
Tamil Nadu,Trichy Rural,2007,12,20,4,19,0,31,0
Tamil Nadu,Trichy Urban,2007,2,14,2,7,6,33,0
Tamil Nadu,Vellore,2007,25,48,8,26,0,75,0
Tamil Nadu,Villupuram,2007,58,53,5,72,22,83,0
Tamil Nadu,Virudhunagar,2007,8,38,3,39,91,48,0
Tamil Nadu,Total,2007,523,1097,208,1540,875,1976,0
Tripura,Dhalai,2007,13,11,4,19,0,28,0
Tripura,North,2007,26,16,0,27,1,100,0
Tripura,South,2007,41,18,10,106,0,172,0
Tripura,West,2007,77,36,22,92,3,245,0
Tripura,Total,2007,157,81,36,244,4,545,0
Uttar Pradesh,Agra,2007,30,149,78,82,107,380,0
Uttar Pradesh,Aligarh,2007,50,96,70,74,37,237,0
Uttar Pradesh,Allahabad,2007,26,81,63,40,48,207,0
Uttar Pradesh,Ambedkar Nagar,2007,15,24,8,10,17,139,0
Uttar Pradesh,Auraiya,2007,9,26,34,17,10,29,0
Uttar Pradesh,Azamgarh,2007,11,29,29,15,26,55,0
Uttar Pradesh,Badaun,2007,11,40,31,29,18,25,0
Uttar Pradesh,Baghpat,2007,17,27,22,10,22,60,0
Uttar Pradesh,Bahraich,2007,34,44,28,20,25,37,0
Uttar Pradesh,Ballia,2007,10,18,13,10,10,11,0
Uttar Pradesh,Balrampur,2007,10,17,10,12,4,38,0
Uttar Pradesh,Banda,2007,15,12,16,49,14,14,0
Uttar Pradesh,Barabanki,2007,25,63,35,28,34,106,0
Uttar Pradesh,Bareilly,2007,62,95,54,97,99,235,0
Uttar Pradesh,Basti,2007,10,22,13,8,39,51,0
Uttar Pradesh,Bijnor,2007,27,48,26,33,75,188,0
Uttar Pradesh,Bulandshahar,2007,44,93,36,75,120,227,0
Uttar Pradesh,Chandoli,2007,6,12,22,8,34,63,0
Uttar Pradesh,Chitrakoot Dham,2007,23,2,7,14,1,13,0
Uttar Pradesh,Deoria,2007,2,17,25,8,3,25,0
Uttar Pradesh,Etah,2007,39,66,56,48,22,77,0
Uttar Pradesh,Etawah,2007,14,54,28,31,37,115,0
Uttar Pradesh,Faizabad,2007,23,32,17,23,37,54,0
Uttar Pradesh,Fatehgarh,2007,21,41,24,32,16,79,0
Uttar Pradesh,Fatehpur,2007,22,38,33,29,21,61,0
Uttar Pradesh,Firozabad,2007,28,69,56,58,51,155,0
Uttar Pradesh,G.R.P.,2007,2,3,2,12,23,0,0
Uttar Pradesh,Gautambudh Nagar,2007,17,64,14,41,51,73,0
Uttar Pradesh,Ghaziabad,2007,33,108,37,30,85,204,0
Uttar Pradesh,Ghazipur,2007,10,10,22,11,23,68,0
Uttar Pradesh,Gonda,2007,13,33,35,18,9,10,0
Uttar Pradesh,Gorakhpur,2007,19,51,23,22,76,83,0
Uttar Pradesh,Hamirpur,2007,8,7,9,16,5,5,0
Uttar Pradesh,Hardoi,2007,33,38,42,45,26,57,0
Uttar Pradesh,Hathras,2007,16,50,17,48,26,179,0
Uttar Pradesh,J.P.Nagar,2007,28,34,12,34,34,85,0
Uttar Pradesh,Jalaun,2007,8,19,32,42,37,43,0
Uttar Pradesh,Jaunpur,2007,24,33,47,28,44,71,0
Uttar Pradesh,Jhansi,2007,10,13,28,38,55,20,0
Uttar Pradesh,Kannauj,2007,6,26,13,32,9,108,0
Uttar Pradesh,Kanpur Dehat,2007,13,52,37,51,17,114,0
Uttar Pradesh,Kanpur Nagar,2007,46,222,59,102,165,673,0
Uttar Pradesh,Kaushambi,2007,30,36,35,27,16,72,0
Uttar Pradesh,Khiri,2007,47,72,57,48,25,67,0
Uttar Pradesh,Kushi Nagar,2007,9,25,18,17,60,40,0
Uttar Pradesh,Lalitpur,2007,10,9,14,16,29,28,0
Uttar Pradesh,Lucknow,2007,82,216,57,98,159,513,0
Uttar Pradesh,Maharajganj,2007,23,23,18,18,23,74,0
Uttar Pradesh,Mahoba,2007,10,11,12,21,14,13,0
Uttar Pradesh,Mainpuri,2007,11,46,48,32,22,54,0
Uttar Pradesh,Mathura,2007,36,45,26,62,50,250,0
Uttar Pradesh,Mau,2007,8,26,14,21,32,35,0
Uttar Pradesh,Meerut,2007,39,109,38,63,163,405,0
Uttar Pradesh,Mirzapur,2007,10,4,28,13,11,43,0
Uttar Pradesh,Moradabad,2007,58,97,34,83,115,212,0
Uttar Pradesh,Muzaffarnagar,2007,37,100,34,56,72,277,0
Uttar Pradesh,Pilibhit,2007,23,31,18,38,18,38,0
Uttar Pradesh,Pratapgarh,2007,16,43,27,32,20,107,0
Uttar Pradesh,Raibareilly,2007,31,39,31,53,38,142,0
Uttar Pradesh,Rampur,2007,40,54,18,50,13,10,0
Uttar Pradesh,Saharanpur,2007,14,34,16,36,77,194,0
Uttar Pradesh,Sant Kabirnagar,2007,9,20,7,13,16,34,0
Uttar Pradesh,Shahjahanpur,2007,52,69,56,84,43,13,0
Uttar Pradesh,Shrawasti,2007,10,9,4,12,5,24,0
Uttar Pradesh,Sidharthnagar,2007,5,24,9,13,33,45,0
Uttar Pradesh,Sitapur,2007,67,84,61,69,20,119,0
Uttar Pradesh,Sonbhadra,2007,16,8,11,21,35,23,0
Uttar Pradesh,St.Ravidasnagar,2007,1,5,14,9,2,29,0
Uttar Pradesh,Sultanpur,2007,34,47,21,30,13,57,0
Uttar Pradesh,Unnao,2007,30,61,52,37,26,61,0
Uttar Pradesh,Varanasi,2007,20,38,35,20,120,197,0
Uttar Pradesh,Total,2007,1648,3363,2076,2522,2882,7650,0
Uttarakhand,Almora,2007,6,0,5,4,0,11,0
Uttarakhand,Bageshwar,2007,3,0,2,6,2,4,0
Uttarakhand,Chamoli,2007,10,6,2,5,0,5,0
Uttarakhand,Champawat,2007,2,2,0,1,0,2,0
Uttarakhand,Dehradun,2007,29,58,3,45,23,126,0
Uttarakhand,Haridwar,2007,28,59,16,31,31,170,0
Uttarakhand,Nainital,2007,6,24,12,4,0,17,0
Uttarakhand,Pauri Garhwal,2007,7,11,7,4,4,24,0
Uttarakhand,Pithoragarh,2007,9,9,3,11,0,11,0
Uttarakhand,Rudra Prayag,2007,1,5,5,6,0,6,0
Uttarakhand,Tehri Garhwal,2007,2,4,3,2,2,7,0
Uttarakhand,Udhamsingh Nagar,2007,12,41,9,21,0,67,0
Uttarakhand,Uttarkashi,2007,2,8,3,6,1,13,0
Uttarakhand,Total,2007,117,227,70,146,63,463,0
West Bengal,24 Parganas North,2007,231,236,53,187,2,1696,0
West Bengal,24 Parganas South,2007,205,176,67,205,4,1398,2
West Bengal,Asansol,2007,15,10,11,20,1,242,0
West Bengal,Bankura,2007,44,12,24,43,1,147,0
West Bengal,Birbhum,2007,53,26,9,44,0,195,0
West Bengal,Burdwan,2007,69,51,31,135,1,489,0
West Bengal,Coochbehar,2007,139,60,6,122,0,320,0
West Bengal,Dakshin Dinajpur,2007,46,34,10,93,2,199,0
West Bengal,Darjeeling,2007,48,34,2,37,2,84,0
West Bengal,Hooghly,2007,57,45,16,48,0,549,0
West Bengal,Howrah,2007,45,70,33,87,6,422,0
West Bengal,Howrah G.R.P.,2007,1,2,0,4,0,0,0
West Bengal,Jalpaiguri,2007,235,170,14,211,1,632,0
West Bengal,Kharagpur G.R.P.,2007,0,2,0,2,0,0,0
West Bengal,Kolkata,2007,44,88,8,189,58,296,3
West Bengal,Malda,2007,103,67,11,103,13,266,0
West Bengal,Murshidabad,2007,369,123,32,250,6,945,0
West Bengal,Nadia,2007,183,175,42,249,0,861,0
West Bengal,Paschim Midnapur,2007,60,61,31,83,1,407,0
West Bengal,Purab Midnapur,2007,41,75,24,36,1,373,0
West Bengal,Purulia,2007,38,14,14,70,0,196,0
West Bengal,Sealdah G.R.P.,2007,3,4,1,4,0,0,0
West Bengal,Siliguri G.R.P.,2007,1,0,0,1,0,0,0
West Bengal,Uttar Dinajpur,2007,76,55,12,58,0,183,0
West Bengal,Total,2007,2106,1590,451,2281,99,9900,5
A & N Islands,A And N Islands,2007,3,9,1,21,2,18,0
A & N Islands,Total,2007,3,9,1,21,2,18,0
Chandigarh,Chandigarh,2007,22,46,1,32,11,112,0
Chandigarh,Total,2007,22,46,1,32,11,112,0
D & N Haveli,D And N Haveli,2007,7,6,0,0,0,3,0
D & N Haveli,Total,2007,7,6,0,0,0,3,0
Daman & Diu,Daman,2007,1,0,1,0,0,1,0
Daman & Diu,Diu,2007,0,1,0,0,0,2,0
Daman & Diu,Total,2007,1,1,1,0,0,3,0
Delhi,Central,2007,22,45,6,38,9,91,0
Delhi,Delhi Ut Total,2007,598,1167,138,868,167,1787,0
Delhi,East,2007,73,102,16,112,24,202,0
Delhi,Grp(Rly),2007,4,8,0,4,1,0,0
Delhi,Igi Airport,2007,0,0,0,8,3,1,0
Delhi,New Delhi,2007,7,9,0,23,10,14,0
Delhi,North,2007,33,41,6,43,30,89,0
Delhi,North-East,2007,89,200,17,120,13,249,0
Delhi,North-West,2007,51,120,7,64,3,151,0
Delhi,Outer,2007,121,237,29,100,12,208,0
Delhi,South,2007,83,177,22,169,36,275,0
Delhi,South-West,2007,51,111,19,85,14,222,0
Delhi,Stf,2007,0,0,0,0,0,0,0
Delhi,West,2007,64,117,16,102,12,285,0
Lakshadweep,Lakshadweep,2007,1,0,0,2,0,2,0
Lakshadweep,Total,2007,1,0,0,2,0,2,0
Puducherry,Karaikal,2007,3,4,0,33,6,1,0
Puducherry,Pondicherry,2007,6,10,2,56,26,16,0
Puducherry,Total,2007,9,14,2,89,32,17,0
Andhra Pradesh,Adilabad,2008,50,26,5,174,103,355,0
Andhra Pradesh,Anantapur,2008,37,36,12,133,132,0,0
Andhra Pradesh,Chittoor,2008,30,57,26,104,250,288,0
Andhra Pradesh,Cuddapah,2008,27,64,11,212,37,267,0
Andhra Pradesh,Cyberabad,2008,80,101,59,130,833,884,0
Andhra Pradesh,East Godavari,2008,48,13,23,194,131,563,0
Andhra Pradesh,Guntakal Rly.,2008,0,0,0,3,1,2,0
Andhra Pradesh,Guntur,2008,48,65,26,306,99,496,0
Andhra Pradesh,Hyderabad City,2008,62,77,41,231,148,1184,0
Andhra Pradesh,Karimnagar,2008,84,148,48,310,273,596,0
Andhra Pradesh,Khammam,2008,70,83,26,213,24,329,0
Andhra Pradesh,Krishna,2008,38,52,12,254,93,379,0
Andhra Pradesh,Kurnool,2008,47,72,17,419,232,227,0
Andhra Pradesh,Mahaboobnagar,2008,72,87,35,162,38,231,0
Andhra Pradesh,Medak,2008,50,44,35,114,61,332,0
Andhra Pradesh,Nalgonda,2008,90,76,32,243,155,353,0
Andhra Pradesh,Nellore,2008,39,73,6,184,130,333,0
Andhra Pradesh,Nizamabad,2008,31,25,16,70,85,305,0
Andhra Pradesh,Prakasham,2008,30,53,5,192,38,229,0
Andhra Pradesh,Ranga Reddy,2008,37,13,19,39,25,120,0
Andhra Pradesh,Secunderabad Rly.,2008,2,0,0,1,0,0,0
Andhra Pradesh,Srikakulam,2008,32,14,6,92,72,314,0
Andhra Pradesh,Vijayawada City,2008,30,36,9,104,252,395,0
Andhra Pradesh,Vijayawada Rly.,2008,0,0,0,1,1,0,0
Andhra Pradesh,Visakha Rural,2008,12,9,10,79,40,168,0
Andhra Pradesh,Visakhapatnam,2008,29,26,13,87,2,488,0
Andhra Pradesh,Vizianagaram,2008,6,14,3,88,60,253,0
Andhra Pradesh,Warangal,2008,59,62,36,223,54,519,0
Andhra Pradesh,West Godavari,2008,117,70,25,368,182,696,0
Andhra Pradesh,Total,2008,1257,1396,556,4730,3551,10306,0
Arunachal Pradesh,Changlang,2008,2,4,0,5,0,0,0
Arunachal Pradesh,Dibang Valley,2008,3,4,0,9,0,2,0
Arunachal Pradesh,K/Kumey,2008,2,2,0,2,0,1,0
Arunachal Pradesh,Kameng East,2008,5,4,0,0,0,0,0
Arunachal Pradesh,Kameng West,2008,0,2,0,4,0,0,0
Arunachal Pradesh,Lohit,2008,3,1,0,1,0,0,0
Arunachal Pradesh,Papum Pare,2008,7,10,0,12,1,3,0
Arunachal Pradesh,Siang East,2008,5,5,0,6,0,1,0
Arunachal Pradesh,Siang Upper,2008,0,1,0,1,0,0,0
Arunachal Pradesh,Siang West,2008,13,8,0,6,0,5,0
Arunachal Pradesh,Subansiri Lower,2008,0,3,0,10,0,0,0
Arunachal Pradesh,Subansiri Upper,2008,2,1,0,6,0,1,0
Arunachal Pradesh,Tawang,2008,0,0,0,5,0,0,0
Arunachal Pradesh,Tirap,2008,0,2,0,5,0,0,0
Arunachal Pradesh,Upper Dibang Valley,2008,0,0,0,0,0,0,0
Arunachal Pradesh,Total,2008,42,47,0,72,1,13,0
Assam,Barpeta,2008,97,117,14,34,0,240,0
Assam,Baska,2008,23,30,4,16,0,13,0
Assam,Bongaigaon,2008,51,35,5,13,0,106,0
Assam,C.I.D.,2008,0,0,0,0,0,0,0
Assam,Cachar,2008,72,106,13,19,0,216,0
Assam,Chirang,2008,25,24,0,15,0,38,0
Assam,Darrang,2008,57,57,2,162,2,119,0
Assam,Dhemaji,2008,88,51,0,40,0,165,0
Assam,Dhubri,2008,116,126,4,88,0,393,0
Assam,Dibrugarh,2008,46,60,4,60,0,100,0
Assam,G.R.P.,2008,5,8,0,2,0,0,0
Assam,Goalpara,2008,66,64,4,32,0,117,0
Assam,Golaghat,2008,42,50,0,46,0,86,0
Assam,Guwahati City,2008,59,97,5,169,0,216,0
Assam,Hailakandi,2008,39,52,3,8,0,62,0
Assam,Jorhat,2008,44,41,0,59,0,76,0
Assam,Kamrup,2008,36,78,3,75,0,101,0
Assam,Karbi Anglong,2008,16,12,1,7,0,16,0
Assam,Karimganj,2008,19,44,5,10,0,99,0
Assam,Kokrajhar,2008,55,24,4,16,0,58,0
Assam,Lakhimpur,2008,52,71,1,24,0,160,0
Assam,Morigaon,2008,75,68,4,57,0,114,0
Assam,N.C.Hills,2008,4,9,0,1,0,3,0
Assam,Nagaon,2008,112,209,9,200,0,371,0
Assam,Nalbari,2008,30,47,6,42,0,54,0
Assam,R.P.O.,2008,5,3,0,1,0,0,0
Assam,Sibsagar,2008,46,94,4,27,0,139,0
Assam,Sonitpur,2008,56,125,6,34,0,294,0
Assam,Tinsukia,2008,60,60,2,8,0,84,0
Assam,Udalguri,2008,42,27,0,7,0,38,0
Assam,Total,2008,1438,1789,103,1272,2,3478,0
Bihar,Araria,2008,37,30,3,35,0,92,2
Bihar,Arwal,2008,2,10,13,0,0,8,0
Bihar,Aurangabad,2008,30,38,32,13,0,65,0
Bihar,Bagaha,2008,15,36,11,14,0,36,0
Bihar,Banka,2008,49,38,23,16,0,24,0
Bihar,Begusarai,2008,25,34,41,3,0,56,0
Bihar,Bettiah,2008,28,49,33,0,4,96,0
Bihar,Bhabhua,2008,8,19,19,10,0,26,1
Bihar,Bhagalpur,2008,35,98,27,35,5,120,0
Bihar,Bhojpur,2008,18,47,57,31,1,122,0
Bihar,Buxar,2008,11,18,29,20,0,19,0
Bihar,Darbhanga,2008,67,80,48,53,0,45,0
Bihar,Gaya,2008,52,77,43,8,0,40,3
Bihar,Gopalganj,2008,23,63,36,27,0,110,0
Bihar,Jamalpur Rly.,2008,1,0,1,0,0,0,0
Bihar,Jamui,2008,17,21,32,25,0,41,0
Bihar,Jehanabad,2008,6,19,23,0,0,17,0
Bihar,Katihar,2008,120,66,15,12,0,28,0
Bihar,Katihar Rly.,2008,2,2,0,5,0,1,0
Bihar,Khagaria,2008,16,17,9,2,0,13,0
Bihar,Kishanganj,2008,30,26,8,0,0,23,0
Bihar,Lakhisarai,2008,35,17,11,23,2,12,0
Bihar,Madhepura,2008,16,30,16,10,0,12,0
Bihar,Madhubani,2008,24,36,24,182,0,51,0
Bihar,Motihari,2008,34,83,45,14,0,12,0
Bihar,Munger,2008,20,31,14,2,0,40,0
Bihar,Muzaffarpur,2008,28,97,75,15,0,90,0
Bihar,Muzaffarpur Rly.,2008,2,0,0,0,0,1,0
Bihar,Nalanda,2008,23,56,70,36,0,77,0
Bihar,Naugachia,2008,8,6,5,35,0,65,0
Bihar,Nawadah,2008,28,26,24,10,1,36,1
Bihar,Patna,2008,57,78,99,31,1,189,0
Bihar,Patna Rly.,2008,0,4,2,7,0,1,0
Bihar,Purnea,2008,185,88,3,73,0,81,0
Bihar,Rohtas,2008,21,55,36,15,0,42,0
Bihar,Saharsa,2008,22,20,17,75,0,21,0
Bihar,Samastipur,2008,32,62,60,15,5,52,15
Bihar,Saran,2008,34,58,58,10,0,41,0
Bihar,Sheikhpura,2008,9,14,7,1,0,10,0
Bihar,Sheohar,2008,7,11,7,4,0,13,0
Bihar,Sitamarhi,2008,12,43,24,18,0,12,0
Bihar,Siwan,2008,24,35,31,9,2,54,0
Bihar,Supaul,2008,53,37,15,71,0,68,0
Bihar,Vaishali,2008,36,114,64,34,0,30,0
Bihar,Total,2008,1302,1789,1210,999,21,1992,22
Chhattisgarh,Balrampur,2008,41,5,3,43,0,24,0
Chhattisgarh,Bilaspur,2008,71,25,19,171,4,136,0
Chhattisgarh,Bizapur,2008,5,2,0,5,0,1,0
Chhattisgarh,Dantewara,2008,10,7,1,17,1,3,0
Chhattisgarh,Dhamtari,2008,26,4,3,47,4,19,0
Chhattisgarh,Durg,2008,109,12,11,218,17,118,0
Chhattisgarh,Grp Raipur,2008,2,0,0,4,2,0,0
Chhattisgarh,Jagdalpur,2008,68,11,2,49,2,23,0
Chhattisgarh,Janjgir,2008,47,7,14,135,12,123,0
Chhattisgarh,Jashpur,2008,71,41,0,56,3,19,0
Chhattisgarh,Kabirdham,2008,29,4,5,79,6,23,0
Chhattisgarh,Kanker,2008,15,7,4,26,3,13,0
Chhattisgarh,Korba,2008,31,9,5,68,10,42,0
Chhattisgarh,Koriya,2008,54,5,2,93,6,34,0
Chhattisgarh,Mahasamund,2008,24,7,6,57,4,27,0
Chhattisgarh,Narayanpur,2008,1,0,0,0,0,0,0
Chhattisgarh,Raigarh,2008,30,7,7,74,8,45,0
Chhattisgarh,Raipur,2008,128,36,11,247,34,124,0
Chhattisgarh,Rajnandgaon,2008,60,12,7,72,5,57,0
Chhattisgarh,Sarguja,2008,78,8,3,89,3,27,0
Chhattisgarh,Surajpur,2008,78,7,3,71,1,39,0
Chhattisgarh,Total,2008,978,216,106,1621,125,897,0
Goa,North Goa,2008,15,17,0,15,2,5,0
Goa,South Goa,2008,15,11,2,17,10,7,0
Goa,Total,2008,30,28,2,32,12,12,0
Gujarat,Ahmedabad Commr.,2008,44,137,1,78,19,1185,0
Gujarat,Ahmedabad Rural,2008,3,35,1,16,0,67,0
Gujarat,Ahwa-Dang,2008,3,2,0,2,0,11,0
Gujarat,Amreli,2008,8,58,0,31,3,128,0
Gujarat,Anand,2008,11,45,0,25,2,170,0
Gujarat,Bharuch,2008,13,29,0,13,2,114,0
Gujarat,Bhavnagar,2008,9,80,0,69,51,197,0
Gujarat,Dahod,2008,13,40,0,33,0,63,0
Gujarat,Gandhinagar,2008,8,35,3,18,2,200,0
Gujarat,Himatnagar,2008,16,34,0,22,0,217,0
Gujarat,Jamnagar,2008,17,25,0,14,1,239,0
Gujarat,Junagadh,2008,5,43,3,66,3,456,0
Gujarat,Kheda North,2008,8,39,0,40,0,219,0
Gujarat,Kutch,2008,16,42,1,26,6,334,0
Gujarat,Mehsana,2008,9,48,0,33,1,289,0
Gujarat,Narmada,2008,7,7,0,8,1,12,0
Gujarat,Navsari,2008,2,4,0,1,1,5,0
Gujarat,Palanpur,2008,37,43,1,34,0,201,0
Gujarat,Panchmahal,2008,8,53,0,29,2,148,0
Gujarat,Patan,2008,19,24,0,29,0,157,0
Gujarat,Porbandar,2008,3,11,0,5,0,48,0
Gujarat,Rajkot Commr.,2008,12,40,1,30,19,312,0
Gujarat,Rajkot Rural,2008,24,42,4,45,2,293,0
Gujarat,Surat Commr.,2008,28,79,11,54,2,472,0
Gujarat,Surat Rural,2008,3,5,0,7,0,30,0
Gujarat,Surendranagar,2008,21,38,0,50,1,133,0
Gujarat,Tapi,2008,3,2,0,2,0,6,0
Gujarat,Vadodara Commr.,2008,7,30,0,16,3,268,0
Gujarat,Vadodara Rural,2008,11,37,0,21,0,87,0
Gujarat,Valsad,2008,4,9,0,6,0,32,0
Gujarat,W.Rly,2008,2,3,1,5,1,1,0
Gujarat,Total,2008,374,1119,27,828,122,6094,0
Haryana,Ambala,2008,35,49,11,27,21,172,0
Haryana,Bhiwani,2008,33,36,14,24,20,111,0
Haryana,Faridabad,2008,46,94,21,23,97,173,0
Haryana,Fatehabad,2008,12,21,4,16,13,143,0
Haryana,Grp,2008,1,3,6,7,158,0,0
Haryana,Gurgaon,2008,35,66,19,27,32,123,0
Haryana,Hissar,2008,23,27,19,25,9,214,0
Haryana,Jhajjar,2008,22,15,20,13,42,115,0
Haryana,Jind,2008,38,23,18,21,15,73,0
Haryana,Kaithal,2008,14,16,13,14,0,150,0
Haryana,Karnal,2008,50,23,17,31,21,124,0
Haryana,Kurukshetra,2008,41,24,12,11,27,72,0
Haryana,Mahendragarh,2008,21,20,16,17,0,73,0
Haryana,Mewat,2008,29,13,7,6,6,114,0
Haryana,Palwal,2008,29,23,15,25,33,89,0
Haryana,Panchkula,2008,15,18,5,6,1,72,0
Haryana,Panipat,2008,30,34,13,16,17,62,0
Haryana,Rewari,2008,23,25,13,31,0,72,0
Haryana,Rohtak,2008,39,20,17,25,38,106,0
Haryana,Sirsa,2008,31,16,9,14,0,127,0
Haryana,Sonipat,2008,36,43,24,31,50,149,0
Haryana,Yamunanagar,2008,28,35,9,25,5,101,0
Haryana,Total,2008,631,644,302,435,605,2435,0
